Bank,IntChk2.5k,IntChk5k,MM2.5k,MM10k,MM25k,MM50k,MM100k,MM250k,Savings1k,Savings2.5k,3MoCD,6MoCD,9MoCD,1YrCD,18MoCD,2YrCD,30MoCD,3YrCD,4YrCD,5YrCD,36MoNAuto25k,48MoNAuto25k,60MoNAuto25k,72MoNAuto25k,36MoUAuto15k,48MoUAuto15k,60MoUAuto15k,72MoUAuto15k,36MoFixedUnsecLoan5k,60MoNRV25k,60MoNBoat25k,PlatCC,RwrdsCC,InterestIncomeoverAvgAssets,InterestExpenseoverAverageAssets,NetInterestIncomeoverAvgAssets,NetInterestMargin,YieldoverCostSpread,YieldonSecurities&OtherAssets,YieldonDebtandEquitySecurities,YieldonOtherAssets,AssetweightedSecurities&OtherYield,AssetweightedLoanYield,AssetweightedSecuritiesYield,AssetweightedOtherAssetYield,YieldonEarningAssets,YieldonLoansandLeases,NoninterestIncomeoverAverageAssets,GrossLoansoverAssets,LoansoverDeposits,OperatingExpenseoverOperatingRevenue,RiskBasedCapitalRatio,EquityoverAssets,ReservesoverNPAs,NetChargeoffsoverAvgLoans,LiquidityRatio,LiquidAssetsoverAssets,OneYearGapoverAssets,EarningAssetsoverIBL,CostofFunds,CostofInterestbearingLiabilities,CostofIntbearingDeposits,CostofBorrowings,CostofTimeDeposits$250K,CostofOtherTimeDeposits,LiabweighCostofIntbearDep,LiabilitywtdBorrowingCost,AssetGrowthRate,DepositGrowthRate,ChangeinAssets,ChangeinDeposits,ROAA
Bank648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62,0.6,3.02,3.14,3.06,1.96,2.12,1.92,0.16,3.59,0.04,0.13,3.76,3.92,0.5,87.07,105.65,104.39,12.91,7.46,144.87,0.03,7.57,7.01,1.3,108.57,0.65,0.69,0.44,2.42,2,1.05,0.38,0.31,-22.67,-5.02,-5.67,-1.25,-0.15
Bank649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62,0.86,2.76,2.81,2.65,1.69,1.72,1.67,0.81,2.88,0.33,0.48,3.69,5.52,0.17,50.99,66.36,109.04,37.36,15.07,59.79,0,51.88,44.06,0.01,114.23,1.02,1.03,0.96,1.73,0.83,1.27,0.87,0.17,13.52,20.92,3.38,5.23,-0.27
Bank650,0.03,0.03,0.05,0.08,0.15,0.2,0.25,0.33,0.05,0.05,0.05,0.1,,0.15,0.25,0.3,0.35,0.45,0.5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68,0.88,4.8,5.18,5.02,2.1,2.37,1.53,0.21,5.92,0.16,0.05,6.13,6.57,0.95,84.53,111.75,71.67,14.46,10.22,96.73,-0.15,5.8,5.21,-14.62,115.67,1,1.11,1.04,1.52,0.99,1.66,0.89,0.22,15.87,9.44,3.97,2.36,1.43
Bank652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81,0.26,3.56,3.97,3.79,2.24,3.24,2,0.41,3.85,0.11,0.29,4.26,4.7,1.24,74.13,79.57,94.39,11.56,6.47,14.41,-0.2,19.35,18.09,15.78,158.82,0.28,0.47,0.47,,,0.86,0.47,,4.53,5.6,1.13,1.4,0.25
Bank653,0.1,0.1,0.11,0.17,0.22,0.3,0.34,0.39,0.1,0.13,0.44,0.55,0.75,0.81,1,1.45,1.25,1.45,1.61,2,,,,,,,,,,,,,,3.63,0.5,3.13,3.23,3.08,2.46,2.61,1.68,0.76,2.98,0.68,0.08,3.75,4.33,0.45,66.66,77.86,52.75,15.66,10.34,,0,23.84,21.05,14.04,133.2,0.55,0.67,0.64,1.83,1.59,0.85,0.63,0.04,10.08,6.87,2.52,1.72,1.53
Bank654,0.1,0.1,0.06,0.15,0.15,0.2,0.25,0.25,0.05,0.05,0.15,0.2,,0.25,0.3,0.35,0.4,0.55,0.75,1,5.99,5.99,5.99,5.99,5.99,5.99,5.99,,,5.99,5.99,,,3.97,0.31,3.67,4.16,4.04,2.24,2.83,0.77,0.51,4,0.46,0.05,4.51,5.18,0.97,69.68,83.17,73.67,16.88,11.8,,-0.1,17.98,15.86,18.82,133.77,0.34,0.47,0.33,2.7,1.58,0.54,0.31,0.15,2.09,2.81,0.52,0.7,0.95
Bank655,0.04,0.04,,,0.24,0.24,0.3,0.3,0.05,0.05,0.05,0.06,0.25,0.1,0.18,0.24,1.55,0.42,1.07,1.51,2.25,2.75,3.25,3.75,3.5,3.75,4.25,,6.75,4.5,4.5,,8.5,3.42,0.84,2.58,2.73,2.66,2.09,2.11,1.91,0.56,3.07,0.5,0.06,3.63,4.19,0.83,68.76,83.8,57.86,12.57,9.06,35.61,0.07,15.99,14.49,9.18,117.86,0.87,0.98,0.81,2.78,1.64,1.28,0.74,0.23,21.83,17.24,5.46,4.31,1.25
Bank656,0.07,0.07,0.07,0.07,0.12,0.14,0.18,0.18,0.05,0.05,0.1,0.15,0.36,0.41,0.54,0.68,,0.87,1.15,1.76,3.11,3.11,3.11,6.61,4.45,4.9,5.11,,,,7.99,,,3.66,0.6,3.06,3.3,3.21,2.52,2.41,3.21,0.48,3.46,0.39,0.09,3.94,4.28,0.56,74.15,90.42,62.07,15.8,10.8,97.85,0.02,17.03,15.19,-2.18,117.08,0.66,0.73,0.61,2.09,2.77,0.54,0.56,0.17,6.56,9.76,1.64,2.44,0.84
Bank657,0.2,0.2,0.3,0.3,0.4,0.7,0.7,0.7,0.3,0.3,,0.55,,0.85,0.85,1.35,1.35,1.5,1.55,1.9,,,,,,,,,,,,,,4.19,0.68,3.5,3.67,3.41,1.84,1.68,2.18,0.18,4.2,0.12,0.07,4.38,4.67,0.04,86.53,130.47,76.35,43.27,28.02,34.42,0,16.24,11.69,-6.37,135.16,0.96,0.97,0.92,2.13,1.58,1.25,0.88,0.08,21.01,-2.99,5.25,-0.75,0.31
Bank658,0.07,0.11,0.13,0.13,0.13,0.34,0.57,0.57,0.07,0.07,0.7,0.8,,1.15,1.2,1.3,,1.4,1.5,1.6,,,,,,,,,,,,10.74,13.74,4.22,0.85,3.37,3.58,3.17,2.13,2.32,1.59,0.37,4.11,0.3,0.07,4.48,4.97,0.49,78.15,98.5,50.14,13.86,13.41,54.69,0.02,15.95,13.81,5.32,143.63,0.99,1.31,1.22,2.04,1.36,1.39,1.08,0.24,8.44,24.46,2.11,6.11,1.44
Bank659,0.03,0.03,0.01,0.05,0.05,0.05,0.1,0.1,0.03,0.03,0.2,0.25,,0.35,0.45,0.5,0.55,0.75,1,1.2,3.24,3.44,3.44,3.74,3.44,3.44,3.74,4.44,14.15,5.99,5.99,11.49,13.49,4,0.61,3.39,3.74,3.6,2.31,2.18,6.09,0.48,3.94,0.44,0.04,4.42,4.97,0.84,72.01,97.45,60.59,13.16,11.6,103.89,0.07,17.05,15.07,18.5,124.5,0.68,0.82,0.49,2.12,1.82,0.9,0.39,0.43,0.55,7.31,0.14,1.83,1.3
Bank660,0.15,0.15,0.3,0.3,0.3,0.4,0.45,0.55,0.6,0.6,0.85,1.1,,1.45,1.55,1.75,,,,,3.5,3.5,3.5,,3.5,3.5,,,,4,4,,,4.8,0.4,4.4,4.62,4.22,2.62,1.13,4.31,0.36,4.68,0.08,0.28,5.04,5.42,0.97,83.51,91.7,57.78,10.91,8.52,,0,13.11,12,24.23,195.93,0.44,0.81,0.81,,1.32,1.24,0.81,,12.56,11.8,3.14,2.95,1.78
Bank661,0.05,0.05,0.15,0.2,0.25,0.35,0.45,0.45,0.1,0.1,0.1,0.25,,0.5,1.8,1.9,1.15,,,1.15,,,,,,,,,,,,,,2.89,0.54,2.34,2.63,2.57,2.1,2.37,1.6,1.14,2.1,0.84,0.3,3.24,4.58,0.01,41.74,50.05,98.14,44.85,15.71,27.14,0.21,63.89,53.86,-2.04,116.18,0.65,0.67,0.67,,1.35,1.1,0.67,,-6.52,-6.78,-1.63,-1.69,-0.01
Bank662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,1.42,0.82,0.87,0.41,1.95,2.25,1.87,1.46,0.9,0.39,1.07,2.37,3.58,0.99,22.76,58.18,160.17,19.48,8.5,36.88,0.07,75.67,69.24,11.65,128.76,1.71,1.95,1.01,2.65,1.87,2.62,0.43,1.52,23.63,-2.27,5.91,-0.57,-1.01
Bank663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,0.92,2.78,2.85,2.66,1.53,,,0.44,3.35,,,3.79,4.69,0.04,69.76,86.18,70.63,46.15,18.79,83,0,33.99,27.6,12.04,118.38,1.13,1.13,1.13,,7.7,0.87,1.13,,-1.63,-2.97,-0.41,-0.74,0.6
Bank664,0.1,0.1,0.15,0.2,0.2,0.3,0.5,0.6,0.15,0.15,0.5,1.25,0.65,1.75,1.85,1.75,1.35,1.8,2.1,2.25,,,,,,,,,,,,,,3.28,0.51,2.77,2.89,2.75,2.18,2.41,1.79,0.54,2.87,0.38,0.17,3.42,3.83,1.88,74.33,88.2,91.54,17.21,9.25,47.92,0,17.93,16.27,8.29,126.28,0.55,0.67,0.58,1.61,1.52,1.22,0.53,0.13,34.03,40.41,8.51,10.1,0.24
Bank665,0.25,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.02,0.02,0.01,0.1,0.1,0.1,0.1,0.15,,0.2,0.35,0.55,4.68,4.68,4.69,,4.74,4.74,4.74,,18.59,8.06,8.06,11.24,13.24,3.52,0.55,2.97,3.22,3,2.45,2.45,2.51,0.64,3.18,0.61,0.03,3.82,4.31,1.2,68.75,90.03,57,13.91,10.85,56.77,0.21,19.51,17.4,26.31,136.27,0.63,0.82,0.43,2.41,0.99,1.24,0.34,0.48,0.24,12.6,0.06,3.15,1.25
Bank666,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.4,0.4,0.35,0.45,,1.8,1.31,2.2,1.21,1.41,1.31,2.5,,,,,,,,,,,,,,3.17,0.76,2.41,2.47,2.33,2.53,2.62,1.41,1.48,1.76,1.42,0.06,3.24,4.25,0.05,40.09,47.93,63.65,49.43,15.84,85.71,0.08,70.27,59.14,-9.88,117.69,0.9,0.92,0.92,,1.39,1.49,0.92,,0.48,-0.3,0.12,-0.08,0.67
Bank667,,0.05,0.05,0.15,0.15,0.3,0.4,0.4,0.05,0.05,0.05,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.4,3.5,3.5,3.5,4.25,4.5,4.5,4.5,6,8.5,,,15.24,13.24,3.83,0.53,3.3,3.59,3.33,2.23,2.29,1.79,0.48,3.69,0.43,0.05,4.18,4.72,0.65,74.02,94.97,65.95,12.48,13.24,55.56,0.08,12.74,11.06,24.75,143.76,0.62,0.84,0.73,1.59,1.15,0.98,0.63,0.21,22.48,28.03,5.62,7.01,0.9
Bank668,0.15,0.17,0.2,0.25,0.3,0.35,0.35,0.35,0.2,0.2,0.35,0.6,,0.9,1.1,,1.5,1.5,1.9,2,4.25,4.25,4.25,,4.75,5,5.25,,12,4.25,4.25,,11.24,3.91,0.86,3.05,3.21,3.13,1.91,1.74,2.93,0.39,3.73,0.31,0.09,4.12,4.69,0.6,74.5,93.58,51.87,15.28,10.97,338.61,0.01,20.32,18.09,8.76,126.05,0.86,0.99,0.86,2.02,1.33,1.38,0.77,0.22,9.62,14.94,2.4,3.73,1.6
Bank669,0.2,0.2,0.25,0.25,0.35,0.4,0.4,0.5,0.2,0.2,0.2,0.2,,0.25,0.3,,0.45,0.45,,0.7,6.25,6.5,6.5,,6.25,6.5,6.5,,,,,,,3.61,0.29,3.32,3.44,3.36,2.57,2.89,1.32,1.34,2.4,1.2,0.14,3.74,5.02,0.39,45.63,50.22,98.64,19.53,9.07,13.76,-0.05,37.2,33.83,8.15,125.14,0.33,0.38,0.38,,0.2,0.49,0.38,,6.72,10.58,1.68,2.65,0.2
Bank670,0.05,0.05,0.05,0.1,0.15,0.35,0.4,0.4,0.1,0.1,0.2,0.25,,0.4,0.45,0.65,0.7,0.8,1,1.26,5.25,5.75,5.75,6.75,5.95,6.25,6.25,,,5.75,5.75,,,4,0.78,3.22,3.36,3.23,3.54,3.54,3.51,1.41,2.77,1.35,0.05,4.18,4.6,0.48,57.8,75.81,62.82,12.07,6.93,206.82,0.03,4.05,3.77,-2.58,116.66,0.84,0.95,0.79,1.63,1.19,1.03,0.64,0.3,0.89,3.47,0.22,0.87,1.32
Bank671,0.01,0.01,0.01,0.05,0.25,0.5,0.5,0.5,0.02,0.02,0.25,0.25,,0.4,0.75,0.75,,1,1.25,1.65,,,,,,,,,,,,,,3.71,0.26,3.45,3.75,3.6,2.43,2.55,1.22,0.35,3.68,0.34,0.02,4.03,4.31,0.99,78.67,94.27,59.65,14.08,11.81,83.47,0.02,8.79,7.75,33.3,154.69,0.3,0.43,0.35,1.57,1.22,0.88,0.33,0.11,0.39,1.29,0.1,0.32,1.37
Bank672,0.01,0.01,0.15,0.18,0.2,0.25,0.35,0.45,0.1,0.1,0.2,0.3,,1,1,1.51,1.51,1.61,1.76,1.87,2.99,3.99,3.99,3.99,2.99,3.99,3.99,3.99,7.49,3.99,3.99,11.49,13.49,3.88,0.41,3.47,3.69,3.64,2.5,2.47,2.72,0.53,3.6,0.48,0.05,4.12,4.56,1.73,75.41,86.28,67.41,15.24,9.59,34.25,-0.03,21.13,19.1,16.49,152.1,0.36,0.48,0.4,3.54,1.44,1.24,0.39,0.1,0.54,5.28,0.13,1.32,1.32
Bank673,,0.05,0.1,0.1,0.2,0.3,0.4,0.4,0.15,0.15,0.1,0.2,,0.35,,0.6,,0.9,,1.4,5.25,5.25,5.25,,6.75,6.75,,,,6.25,6.25,11.24,16.24,4.06,0.65,3.41,3.95,3.93,2.04,2.1,1.78,0.26,4.44,0.22,0.04,4.7,5.09,0.45,75.79,98.28,52.16,12.48,15.38,157.92,0.01,12.07,10.21,11.27,135.15,0.61,0.77,0.58,2.68,1.16,0.76,0.53,0.24,5.83,9.76,1.46,2.44,1.34
Bank674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82,1.21,1.61,1.7,1.27,1.93,2.47,1.66,1.11,1.87,0.47,0.64,2.98,4.42,4.01,40.86,50.68,84.46,20.15,10,479.97,0.23,50.92,45.83,39.37,132.92,1.37,1.71,1.71,1.68,1.27,2.52,1.53,0.18,-1.25,7.64,-0.31,1.91,0.64
Bank675,0.05,0.05,,0.05,0.12,0.12,0.12,0.12,0.05,0.05,0.1,0.15,,0.2,,0.4,,0.6,0.65,0.95,,,,,,,,,,,,11.49,13.49,4.54,0.61,3.93,4.59,4.47,2.56,2.8,2.46,0.09,5.21,0.03,0.06,5.3,5.4,1.46,83.2,98.18,66.46,11.26,8.94,77.09,0.52,5.58,5.08,10.67,118.89,0.66,0.83,0.65,3.93,1.26,1.23,0.61,0.22,-18.69,-17.75,-4.67,-4.44,1.02
Bank676,0.1,0.1,0.1,0.15,0.2,0.25,0.35,0.35,0.1,0.1,0.1,0.4,,0.5,0.6,0.75,,0.85,0.95,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank677,0.23,0.23,0.19,0.19,0.26,0.57,0.72,0.77,0.54,0.54,0.52,1.02,,1.58,1.62,1.82,,1.94,2.06,2.05,5.38,5.38,5.5,5.75,6.64,6.64,,,8.97,5.38,5.38,,,3.24,0.91,2.33,2.45,2.23,2.99,3.06,1.28,2.42,0.99,2.38,0.04,3.41,5.19,0.48,18.19,20.64,47.94,28.51,10.97,200.67,0.12,56.43,50.24,-65.39,119.65,1.05,1.18,1.17,3.17,1.14,1.39,1.16,0.02,0.46,5.29,0.12,1.32,1.43
Bank678,0.05,0.05,0.3,0.3,0.35,0.35,0.4,0.4,0.25,0.25,0.15,0.25,,0.5,,0.55,,2,0.8,1.1,3.59,3.59,3.59,3.82,4.59,4.59,4.59,,8.49,5.59,5.59,,,4.45,0.87,3.58,3.75,3.56,2.39,2.19,2.93,0.12,4.54,0.08,0.04,4.66,4.78,0.44,90.25,111.34,73.52,14.36,9.73,77.44,0,5.27,4.75,-2.31,121.31,0.97,1.11,0.95,2.24,1.49,1.42,0.84,0.26,9.52,17.67,2.38,4.42,0.66
Bank679,0.05,0.05,0.2,1.5,1.5,1.5,1.5,1.5,0.1,0.1,0.4,0.5,,0.7,0.8,0.9,,1.11,1.26,1.46,6,6.25,6.5,,6.5,6.75,,,,,,11.49,13.49,4,0.85,3.15,3.25,3.01,2.49,2.57,1.8,0.62,3.5,0.58,0.04,4.12,4.66,1.38,71.95,85.49,80.89,17.21,9.09,99.98,0,14.52,13.2,14.22,124.55,0.95,1.11,0.95,3.29,1.42,1.29,0.88,0.23,16.9,10.09,4.23,2.52,0.6
Bank680,0.25,0.25,0.25,0.25,0.25,0.35,0.5,1.5,0.25,0.25,0.5,0.5,0.5,0.75,1,1.5,2.5,1.5,1.75,2,5.99,5.99,5.99,,6.75,6.75,7,,12.75,,,,,3.28,1.29,1.99,2.08,1.93,2.63,2.84,1.78,0.5,2.93,0.44,0.07,3.43,3.62,0.12,76.93,94.93,63.39,12.9,9.9,118.74,0,18.48,16.65,-11.56,111.06,1.43,1.5,1.46,1.79,1.93,1.93,1.31,0.18,1.5,2.42,0.37,0.6,1.29
Bank681,0.05,0.05,0.15,0.15,0.35,0.35,0.65,0.65,0.25,0.25,0.75,0.75,,0.75,0.75,0.75,0.75,0.75,0.75,0.75,,,,,,,,,,,,,,4.08,0.38,3.7,3.81,3.68,1.6,0,1.6,0.3,3.9,0,0.3,4.21,4.82,0.38,76.09,88.19,107.83,19.31,12.52,23.24,-1.11,24.6,21.52,27.42,136.51,0.44,0.53,0.52,1.11,1.03,0.82,0.51,0.02,0.34,5.69,0.08,1.42,0.26
Bank682,0.1,0.1,0.1,0.1,0.1,0.15,0.24,0.29,0.1,0.1,0.15,0.2,0.22,0.4,0.4,0.4,0.46,0.6,0.7,,4.5,4.75,5,5.25,5.43,5.45,5.47,5.25,,5.23,5.23,11.24,17.24,3.63,0.39,3.24,3.75,3.51,2.28,2.28,2.15,0.9,3.31,0.88,0.02,4.21,5.47,1.25,53.46,72.88,49.02,19.51,15.17,69.99,0.14,26.73,22.63,21.56,155.89,0.47,0.7,0.38,1.73,0.64,0.44,0.29,0.42,-3.75,14.51,-0.94,3.63,1.74
Bank683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41,0.59,2.82,3.15,2.8,2.14,2.13,2.31,1.03,2.77,1,0.03,3.81,5.36,6.67,45.64,60.25,34.6,20.58,13.72,,-0.14,33.04,28.51,-8.02,143.62,0.73,1,1.02,0.91,1.48,1.27,0.88,0.13,-3.28,-18.42,-0.82,-4.6,4.99
Bank684,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.7,1,,1.15,,1.41,,1.61,1.86,,,,,,,,,,,,,,,3.76,0.27,3.49,3.58,3.46,2,2.24,1.42,0.69,3.18,0.54,0.14,3.86,4.84,0.98,63.08,71.2,72.49,14.78,9.83,48.18,-0.03,34.47,31.08,22.12,143.65,0.3,0.4,0.38,2.53,1.31,1.25,0.38,0.03,-1.56,-5.57,-0.39,-1.39,1.19
Bank685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81,0.71,3.1,3.14,2.95,1.4,0,1.4,0.36,3.5,0,0.36,3.86,4.72,0,73.36,97.35,96.72,55.13,22.01,223.4,0,33.37,26.02,-11.11,126.54,0.91,0.91,0.87,2.45,,1.06,0.85,0.06,-6.71,-8.66,-1.68,-2.16,0
Bank686,0.15,0.15,,0.25,0.3,0.35,0.4,0.4,0.1,0.1,0.2,0.25,0.3,0.75,1,1.24,1.24,1.24,1.45,1.65,4.03,4.03,4.03,4.25,4.03,4.03,4.03,,10.72,6,6,11.49,13.49,3.35,0.55,2.8,2.91,2.82,2.16,2.16,2.18,0.85,2.63,0.73,0.11,3.47,4.33,1.14,60.06,81.88,65.72,12.41,5.62,221,-0.01,9.86,9.3,7.68,116.9,0.56,0.65,0.44,1.31,1.64,0.96,0.33,0.32,2.31,-16.91,0.58,-4.23,1.2
Bank687,0.01,0.01,0.15,0.3,0.35,0.4,0.6,0.6,0.1,0.1,0.35,0.5,0.55,0.85,0.85,2.25,1.1,1.25,1.45,1.65,3.4,3.4,3.4,4.4,3.4,3.4,3.4,4.4,7.75,,,,,3.18,0.47,2.71,2.93,2.78,2.47,2.45,2.7,1.18,2.25,1.11,0.08,3.44,4.33,0.38,48.06,64.39,78.37,37.87,19.43,,0.04,55.53,44.74,-10.57,128.14,0.6,0.65,0.58,1.65,1.55,1.04,0.54,0.12,-0.65,9.55,-0.16,2.39,0.52
Bank688,0.1,0.1,0.05,0.05,0.1,0.15,0.15,0.2,0.05,0.05,0.2,0.2,0.2,0.25,,0.45,2.1,0.6,,1,,,,,,,,,,,,11.24,17.24,3.74,0.95,2.79,2.83,2.53,2.47,2.39,3.05,0.44,3.35,0.37,0.07,3.79,4.07,0.12,81.59,123.41,55.34,16.13,12.25,148.65,0.05,12.48,10.95,-11.09,123.97,1.11,1.26,1.03,1.94,1.22,1.14,0.77,0.48,1.3,-18.04,0.33,-4.51,0.93
Bank689,0.1,0.1,0.05,0.05,0.1,0.15,0.15,0.2,0.05,0.05,0.2,0.2,0.2,0.25,,0.45,2.1,0.6,,1,,,,,,,,,,,,11.24,17.24,3.73,0.95,2.78,2.82,2.57,2.58,2.38,4.52,0.44,3.34,0.37,0.07,3.78,4.02,0.12,81.63,122.58,55.05,14.73,11.12,148.65,0.05,12.3,10.94,-13.24,123.39,1.07,1.21,1,1.81,1.23,1.2,0.74,0.46,1.28,-19.68,0.32,-4.92,0.93
Bank690,0.05,0.05,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.15,0.25,,0.6,0.6,0.65,,,,1.05,4.5,4.5,4.5,,4.5,4.5,,,,,,,,3.65,0.4,3.24,3.4,3.32,1.99,2.01,1.78,0.61,3.21,0.55,0.06,3.82,4.63,0.27,66.97,76.67,49.57,14.16,9.55,,-0.01,25.99,23.15,15.8,172.41,0.35,0.5,0.41,4.33,1.19,0.73,0.4,0.1,1.65,0.97,0.41,0.24,1.71
Bank691,0.05,0.05,0.05,0.2,0.2,0.3,0.3,0.35,0.05,0.1,0.2,0.35,0.45,0.65,2,1,1.1,1.2,1.5,1.65,6,6,6.5,,7,7,7,,14,,,,,3.75,0.53,3.22,3.31,3.08,2.13,2.58,1.54,0.3,3.55,0.21,0.09,3.85,4.13,0.59,83.47,102.3,75.31,14.12,9.55,63.45,-0.03,14.01,12.67,12.15,141.83,0.59,0.76,0.66,1.81,1.15,1.17,0.6,0.17,-8.67,-8.18,-2.17,-2.05,0.66
Bank692,0.29,0.29,0.15,0.15,0.28,0.3,0.43,0.52,0.08,0.08,0.18,0.6,,0.6,0.72,2.18,1,1.5,1.78,2.13,3.62,3.62,3.62,3.25,3.73,3.73,3.73,3.25,,4.53,4.53,13.7,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank693,0.01,0.01,0.11,0.11,0.16,0.21,0.26,0.26,0.06,0.06,,0.11,0.14,0.21,0.36,0.41,0.51,0.71,0.86,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank694,0.1,0.1,,0.15,0.2,0.2,0.3,0.5,0.1,0.1,0.25,0.5,,2,2,2,2,2,2,2.15,6.75,7,7.25,,7.75,7.75,,,11.25,,,,,3.79,0.71,3.09,3.25,3.11,1.86,1.98,1.72,0.29,3.7,0.16,0.13,3.99,4.39,0.13,79.46,96.66,86.03,15.02,9.46,234.27,0,15.67,14.19,-8.3,119.8,0.79,0.89,0.74,2.43,1.47,1.4,0.68,0.21,2.15,2.23,0.54,0.56,0.33
Bank695,0.14,0.14,0.21,0.25,0.27,0.35,0.45,0.47,0.26,0.26,0.3,0.4,0.46,0.54,0.65,0.76,0.75,0.83,1.02,1.22,3.74,3.99,4.24,5.24,,,5.24,,,5.24,5.24,11.99,12,4.73,0.4,4.32,4.57,4.36,3.06,3.6,1.58,0.64,4.36,0.56,0.09,5,5.52,1.37,71.9,82.22,66.58,14.96,10.24,41.02,0.13,25.03,22.47,11.68,152.58,0.45,0.65,0.66,0,1.38,0.82,0.64,0,8.82,11.05,2.2,2.76,0.74
Bank696,0.2,0.2,0.4,0.4,0.5,0.5,0.65,0.9,0.1,0.1,0.7,0.8,,1.25,1.3,1.4,1.5,1.6,2,2.15,,,,,,,,,,,,,,3.69,0.91,2.78,2.83,2.65,2.42,2.49,1.79,0.55,3.21,0.51,0.04,3.76,4.15,0.59,74.93,94.76,72.74,16.83,11.22,58.06,1.31,12.61,11.19,-10.49,116.51,1.03,1.11,1.05,1.57,1.92,1.31,0.93,0.18,5.11,13.83,1.28,3.46,0.66
Bank697,0.05,0.05,0.05,0.05,0.1,0.12,0.15,0.2,0.05,0.05,0.25,0.5,0.5,0.7,,0.95,,1.2,1.4,1.8,2.75,2.75,2.75,2.75,2.78,2.78,2.78,2.78,10.86,2.75,2.75,,11.24,3.33,0.76,2.57,2.77,2.6,2.45,2.56,0.28,0.86,2.73,0.85,0,3.59,4.2,0.61,60.76,84.24,70.88,13.01,10.62,28.56,-0.04,17.76,15.88,-1.24,119.5,0.85,0.99,0.78,1.69,1.53,1.41,0.6,0.39,-2.99,10.31,-0.75,2.58,0.77
Bank698,0.2,0.2,0.5,0.55,0.6,0.6,0.6,0.6,0.45,0.45,0.45,0.65,,0.85,1,1.15,1.31,1.51,1.91,2.27,,,,,,,,,,,,,,3.39,0.98,2.41,3.11,3.06,3.3,3.46,1.99,1.6,2.77,1.5,0.11,4.38,5.39,0.36,43.78,64.02,76.1,40.97,21.61,52.27,0,38.04,29.82,-17.08,120.23,1.28,1.32,1.28,1.66,1.54,2.04,1.14,0.18,-2.69,-1.12,-0.67,-0.28,0.68
Bank699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51,0.54,2.97,3.13,3.03,1.47,,,0.25,3.46,,,3.7,4.14,0.1,76.67,96.04,79.68,38.92,20.04,6.89,0,25.76,20.6,37.06,115.54,0.67,0.67,0.67,,1.12,0.75,0.67,,2.75,3.09,0.69,0.77,0.53
Bank700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64,0.41,3.23,3.43,3.3,2.53,2.6,0.9,0.96,2.9,0.95,0.01,3.86,4.66,1.38,58.47,70.52,68.77,20.64,13.21,92.22,-0.04,18.91,16.41,2.38,130.12,0.48,0.56,0.51,1.55,0.84,0.75,0.49,0.07,-1.95,13.53,-0.49,3.38,1.3
Bank701,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,0.5,,0.65,0.8,1.15,1.05,,1.29,1.7,,,,,,,,,,,,,,3.57,0.9,2.67,2.68,2.48,1.77,2.07,1.58,0.46,3.11,0.22,0.25,3.58,4.21,0.06,71.96,92.46,69.85,29.51,13.64,76.03,0,30.19,26.07,7.91,118.89,1.04,1.09,0.91,2.8,1.89,1.46,0.82,0.28,-1.57,-2.41,-0.39,-0.6,0.64
Bank702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
